id_menage,region,taille_menage,superficie_cultivee_ha,revenu_agricole_fcfa,acces_eau_potable,culture_principale,depend_pluie,precipitation_mm,temperature_moy_c,ndvi,precipitation_norm,ndvi_norm,revenu_norm,superficie_norm,indice_vulnerabilite
MEN00100,Kedougou,13,6.2,353870,0,Riz,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.13316297528149834,0.6,0.75
MEN00101,Saint-Louis,8,1.2,1457996,1,Mil,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.7175563711194408,0.07368421052631578,0.52
MEN00102,Kedougou,10,1.5,859563,1,Arachide,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.40081689296976636,0.10526315789473684,0.63
MEN00103,Diourbel,14,5.5,1464108,1,Sorgho,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.7207913392619911,0.5263157894736842,0.47
MEN00104,Sedhiou,9,8.3,1342509,1,Riz,0,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.6564312458120606,0.8210526315789475,0.39
MEN00105,Kedougou,4,3.1,1045400,0,Maïs,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.49917696736556516,0.2736842105263158,0.74
MEN00106,Kaffrine,3,5.2,781604,0,Maïs,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.35955464142770494,0.4947368421052632,0.65
MEN00107,Kaffrine,7,3.7,1946164,1,Sorgho,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.9759346316254127,0.3368421052631579,0.43
MEN00108,Ziguinchor,6,1.3,1610106,1,Maïs,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.798065370491713,0.08421052631578947,0.32
MEN00109,Matam,10,6.6,1129326,1,Mil,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.5435974412418213,0.6421052631578947,0.37
MEN00110,Kaolack,6,4.3,610247,1,Sorgho,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.26885856223873345,0.39999999999999997,0.57
MEN00111,Sedhiou,11,5.5,992346,1,Riz,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.4710964700103845,0.5263157894736842,0.61
MEN00112,Kaolack,7,2.9,353033,0,Riz,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.13271996671878325,0.25263157894736843,0.62
MEN00113,Matam,11,9.5,1547377,0,Arachide,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.7648640752341805,0.9473684210526315,0.44
MEN00114,Matam,10,3.1,1336453,1,Mil,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.6532259174299787,0.2736842105263158,0.41
MEN00115,Kaolack,6,3.9,733901,0,Sorgho,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.3343063290415666,0.35789473684210527,0.57
MEN00116,Kaolack,3,9.8,1260477,1,Arachide,1,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.6130132309773605,0.9789473684210527,0.44
MEN00117,Thies,3,6.0,1084396,1,Maïs,1,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.5198168262803053,0.5789473684210527,0.39
MEN00118,Diourbel,3,2.9,1907164,1,Mil,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.9552926555849248,0.25263157894736843,0.33
MEN00119,Kolda,10,1.2,1420043,0,Arachide,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.6974685527434245,0.07368421052631578,0.43
MEN00120,Tambacounda,12,9.5,278637,0,Mil,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.09334354493652328,0.9473684210526315,0.62
MEN00121,Louga,12,8.0,573300,1,Maïs,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.2493032009882743,0.7894736842105263,0.55
MEN00122,Kaolack,12,9.9,740428,0,Sorgho,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.3377609489804452,0.9894736842105264,0.47
MEN00123,Tambacounda,6,6.4,655003,0,Arachide,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.29254708223022263,0.6210526315789474,0.49
MEN00124,Diourbel,11,1.2,105611,1,Maïs,1,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.0017640950293063133,0.07368421052631578,0.65
MEN00125,Kaolack,3,2.7,1582593,1,Maïs,0,72.70166666666667,28.84333333333333,0.4056666666666667,0.1931281692603605,0.6866359447004612,0.7835032503173042,0.23157894736842108,0.37
MEN00126,Saint-Louis,6,9.3,1752195,0,Maïs,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.8732704405844537,0.9263157894736843,0.37
MEN00127,Ziguinchor,6,6.7,657071,0,Mil,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.2936416362418054,0.6526315789473685,0.46
MEN00128,Diourbel,7,6.2,1828557,1,Maïs,0,77.41499999999999,29.205,0.3998333333333334,0.44037419129218375,0.5253456221198167,0.9136874296717291,0.6,0.28
MEN00129,Sedhiou,14,3.4,944121,1,Sorgho,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.4455718727141658,0.30526315789473685,0.65
MEN00130,Sedhiou,4,6.2,1965254,1,Riz,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.9860386142565131,0.6,0.53
MEN00131,Dakar,4,2.7,1514106,0,Riz,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.7472543525458967,0.23157894736842108,0.54
MEN00132,Tambacounda,5,5.0,1466314,1,Riz,0,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.7219589341118711,0.47368421052631576,0.29
MEN00133,Louga,9,6.5,1131223,0,Maïs,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.544601488127688,0.631578947368421,0.68
MEN00134,Kolda,8,3.6,319361,0,Riz,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.11489800217428814,0.3263157894736842,0.62
MEN00135,Matam,10,3.2,939809,0,Maïs,0,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.44328961115809956,0.28421052631578947,0.59
MEN00136,Kaffrine,7,3.6,1720150,1,Sorgho,0,69.33833333333334,29.235,0.394,0.016698723553069186,0.36405529953917076,0.8563096169378528,0.3263157894736842,0.45
MEN00137,Saint-Louis,11,4.9,213674,0,Sorgho,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.05895983494887671,0.46315789473684216,0.71
MEN00138,Louga,10,6.4,1693815,0,Arachide,1,77.45166666666667,28.598333333333336,0.39033333333333337,0.44229760447630734,0.26267281105990836,0.8423709902961541,0.6210526315789474,0.64
MEN00139,Ziguinchor,5,9.3,1018796,1,Mil,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.4850959640173308,0.9263157894736843,0.24
MEN00140,Saint-Louis,12,8.1,1588522,0,Riz,0,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.7866413599568953,0.7999999999999999,0.4
MEN00141,Ziguinchor,9,1.4,1864555,0,Maïs,0,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.9327405028385364,0.09473684210526315,0.45
MEN00142,Saint-Louis,5,5.2,1602826,1,Sorgho,1,85.58833333333334,28.904999999999998,0.3875,0.8691204756076242,0.1843317972350229,0.794212201630822,0.4947368421052632,0.45
MEN00143,Kolda,10,9.8,611140,1,Sorgho,0,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.26933121056191694,0.9789473684210527,0.2
MEN00144,Kolda,6,9.3,1165858,0,Mil,1,79.40833333333333,29.543333333333333,0.417,0.5449379262108761,1.0,0.5629331506959522,0.9263157894736843,0.47
MEN00145,Tambacounda,9,3.7,1751963,1,Mil,1,76.045,28.790000000000003,0.4086666666666667,0.36850848050358487,0.7695852534562218,0.8731476472910846,0.3368421052631579,0.44
MEN00146,Matam,7,8.5,1316187,1,Arachide,1,82.14833333333333,28.875,0.38383333333333336,0.6886693477880748,0.08294930875576054,0.6424994998290421,0.8421052631578947,0.47
MEN00147,Ziguinchor,10,3.8,1257454,1,Maïs,1,84.96000000000001,28.91166666666667,0.39566666666666667,0.8361601678615149,0.4101382488479261,0.6114132131935043,0.34736842105263155,0.46
MEN00148,Kedougou,6,9.8,600811,1,Arachide,1,69.02,28.853333333333335,0.4063333333333333,0.0,0.7050691244239631,0.2638642625998093,0.9789473684210527,0.52
MEN00149,Dakar,8,7.6,1578970,1,Maïs,0,75.38833333333334,29.01833333333333,0.39783333333333337,0.3340618989333803,0.4700460829493097,0.7815856636712866,0.7473684210526316,0.31
MEN00150,Sedhiou,3,1.7,1337698,1,Mil,1,77.26333333333334,29.096666666666668,0.38083333333333336,0.4324182549396751,0.0,0.6538848728189636,0.12631578947368421,0.65
MEN00151,Thies,11,9.1,132186,0,Maïs,0,80.42,29.023333333333333,0.412,0.5980066445182728,0.8617511520737324,0.015829749215869552,0.9052631578947368,0.42
